pdf_article_link,article_name,abstract,keywords,keywords_score,language
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6337/11326,"KONSEP DIRI, KECERDASAN EMOSIONAL, TINGKAT STRES, DAN STRATEGI KOPING REMAJA PADA BERBAGAI MODEL PEMBELAJARAN"," This study aimed to analyze the characteristics of adolescent, family characteristics, self-concept, emotional intelligence, stress levels, and coping strategies in various learning models of the highschool level. In addition, the study aimed to analyze the relationship between self-concept and emotional intelligence with stress level and coping strategies of adolescent. The study was conducted at one of senior high school in the Bogor City. Adolescent involved in the study were students in grade XI of science class from learning model of acceleration, international school, and reguler which amounted 86 students and selected purposively. Data were collected through self-reporting techniques. Data were analyzed by descriptive, different test, and correlation test. This study found that adolescent emotional intelligence different significantly based learning model. Emotional intelligence associated significantly with adolescent self-concept. Self-concept and emotional intelligence of the adolescent also associated significantly with the level of stress and coping strategies.","['self', 'adolescent', 'emotional']","[0.1352979119056799, 0.13058982987989104, 0.13008109699166845]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6338/13051,KESEJAHTERAAN KELUARGA PETANI KAYU MANIS," This research focused on analysis of the correlation of family welfare using three indicators of welfare and the influence of family characteristics toward family welfare of cinnamon farmer families at Tamiai, Kerinci, Jambi. This research involved 50 families that were selected randomly from families in the study side. Families involved in this research were chosen from families of cinnamon farmer in study site who had school-aged children (fourth, fifth, and sixth grade in elementary school). Data collected by interview with questionnaire. Family welfare was indicated by using three indicators those were BPS, BKKBN, and a simple poverty scorecard for Indonesia. Data was analyzed by descriptive, correlation, and regression analysis. The results showed that the families had low welfare based on the third indicators. Family welfare based on scorecard indicator had correlation significantly with family welfare based on BPS and BKKBN indicator. Family welfare was influenced by family size (BPS and BKKBN indicator), father’s age (BKKBN indicator) and family income (BPS, BKKBN, and Scorecard indicator).","['family', 'welfare', 'families']","[0.16087757622890592, 0.1430247777478183, 0.13560179824379512]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6339/11328,PENGARUH MOTIVASI PESAN DAN PENYAJIAN BUKLET TERHADAP PERSEPSI DAN PENGETAHUAN TENTANG JAJANAN SEHAT," The aims of this research was to analyze the influence of message appeals and booklet presentation toward children’s perception and knowledge about healthy streetfood. This research involved 77 students of fifth grade in elementary school that were selected randomly. The design of this research was 2 (message appeals: positive vs negative appeals) x 2 (booklet presentation: with and without explanation) factorial design with pretest and posttest. Result revealed that message appeals and booklet presentation did not influence children’s perception and knowledge about healthy streetfood. However, result also indicated that the combination of positive appeals and booklet presentation without explanation could increase children’s perception about healthy streetfood. Otherwise, knowledge about healthy streetfood increased when children treated by booklet with negative appeals and given the explanation.","['appeals', 'booklet', 'children']","[0.17164656310255966, 0.14807236323592146, 0.1441651785694763]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6340/11329,KAJIAN STRATEGI KOPING DAN PERILAKU INVESTASI ANAK PADA KELUARGA BURUH PEMETIK MELATI GAMBIR," The objectives of this research were to investigate family coping strategy and the investment behavior on children of Jasmine officinale labor families. Research location was selected purposively based on size of Jasmine officinale area in study site. This research involved sixty six families were selected randomly. Data were collected by interview and were analyzed using regression analysis.The result of research showed that wife as Jasmine officinale labor gave important contribution to family income. Family welfare was influenced by father’s side job, father’s job, father’s education, and family income. Coping strategies that were done by labor family was classified as low category. Family size, family type, father’s side job, and family welfare has significant influence toward coping strategy. Mother’s education and family income correlated significant with investment behavior; family size, number of school-age child, father’s education, and family income had correlated significant with allocation of expenditure for children.","['family', 'father', 'research']","[0.1942177953296644, 0.12435600602758531, 0.10675964951413457]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6341/11330,"PESAN, KESADARAN, DAN PERILAKU HEMAT LISTRIK RUMAH TANGGA"," This study aims to analyze correlation between electricity-saving messages, awareness of electricity saving, and electricity saving behavior of households in Cimanggu Park, Bogor City. Contohts numbered 113 households selected by stratified random sampling method base on level of electricity power in the house. Data were collected through interviews. Data were analyzed descriptively and Spearman correlation test. The results showed that the contohts trust the television as the media and government as the reference group in power-saving message. Contohts have the awareness and electricity saving behavior in moderate category. Based on the indicators of primary and secondary power utilization, the majority of contohts have been able to make effective use of electricity. Correlation analysis showed that awareness associated significantly with education and household size. Electricity saving behavior was also associated significantly with the number of source messages, number of messages recalled, household size, income per capita, power, and electricity bills.","['electricity', 'saving', 'contohts']","[0.14612471126845156, 0.12681716847996252, 0.10118333588186457]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6436/11311,PENGELOLAAN STRES PADA KELUARGA KORBAN BENCANA LONGSOR DI KABUPATEN BOGOR," This research focused to analyze family stress management of landslide’s victims of Banyuwangi village, Bogor District. This research used cross-sectional design, involved 100 families who became the victims of Banyuwangi village’s landslides as samples. Results showed that stressors which gave the greatest impact on family life wereintrafamily and finances/business strains.The correlation test showed the higher the level of finances and business strains, work transitions and strains, the lower the level of family hardiness and the higher the level of family stress. Meanwhile, the higher the level of marital strains, the lower the level of family coherence and the higher the level of family stress. The higher the level of family social support, then the higher the level of family coherence and family coping strategy. The regression test indicated that family stress of landslide’s victim was influenced by stressor, family hardiness, and coping strategy focused on problem.","['family', 'level', 'higher']","[0.2502158080137022, 0.2283468166617493, 0.1763004713684939]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6430/11312,"POLA KOMUNIKASI, PENGAMBILAN KEPUTUSAN, DAN KESEJAHTERAAN KELUARGA JARAK JAUH: KASUS PADA KELUARGA MAHASISWA PASCASARJANA"," This research was to analyze social support, communication patterns, decision making, and family well-being; the correlation among research variables; and variables that influence to communication patterns, decision making, and family well-being of long distance family. This research involved 75 families that were selected by snowball sampling. Data was analyzed by descriptive, Pearson’s correlation, and multiple linear regression. Results showed that families had high social support from nuclear family and moderate social support from big family and friends. Comunication pattern between participants with their couple and child in high category. Comunication pattern correlated significantly with family’s income per capita and contribution of wife’s income. Communication pattern was influenced by social support. Results also indicated that most decision in  family was taken together although they are long distance family. Decision making was influenced by amount of family members. Based on objective and subjective family well-being indicator, most family had high level of welfare. Subjective well-being was influenced by social support and communication pattern.  ","['family', 'social', 'support']","[0.16271134937528425, 0.11437092321178306, 0.11437092321178306]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6431/11313,"KEKERASAN, KONDISI KELUARGA, DAN KESEJAHTERAAN KELUARGA PADA ANAK KORBAN KEKERASAN","The study aimed to examine the relationship between child abuse, children’s psychological condition, the behavior, and satisfaction to family well-being. Participants were purposively selected, involved 35 children from 56 child victims of child abuse period 2007-2009 based on data from Bogor Police Station. Data collected by interview with questionnaire. Data was analyzed by descriptive and Spearman’s correlation analysis. Results showed that the variables related to child abuse include father’s education (r=-0,515;p&lt;0,01), father's employment status (r=-0,479;p&lt;0,01), family size (r=-0,347;p&lt;0,05), parent and child relationship (r=-0,422;p&lt;0,05), and social support (r=-0,450;p&lt;0,01). In addition, there was negative correlation between sexual abuse and psychological condition and children’s behavior (r=-0,383;p&lt;0,05), and the satisfaction of family well-being       (r=-0,354; p&lt;0,05). Spearman’s correlation also showed that there was positive relationship between social and psychological abused toward child (r=0,679, p&lt;0,01). Positive relationships also found between satisfaction of the family well-being and the psychological condition and child behavior (r=0,428, p&lt;0,05).","['lt', 'child', 'data']","[0.1838019592525696, 0.14125546395252597, 0.11500570330847959]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6432/11314,"KESEIMBANGAN KEHANGATAN DAN KONTROL, ORANG TUA MENENTUKAN KONSEP DIRI DAN MOTIVASI BERPRESTASI ATLET MUDA DI SEKOLAH BERASRAMA"," Self-concept and sport achievement motivation are psychological factors that important for young athlete. Parenting practices in family has significant role to form self-concept and achievement motivation. This study aimed to analyze the connectedness between perception of parenting style, self-concept, and achievement motivation of young athletes. This study used cross sectional design and involved 84 students of grade tenth, eleventh, and twelfth of Sports School in Jakarta. Data analysis used descriptive analysis and correlation test. Result showed that family income had possitive significant correlation with scores of authoritarian parenting style. Scores of authoritative parenting style had possitive significant correlation with self-concept and achievement motivation of young athletes. Moreover, self-concept of young athletes; especially in aspects of athletic competences, behavior/morality, acceptance of peer group, and future image correlated significant and positive with achivement motivation of young athletes.","['young', 'concept', 'motivation']","[0.12513720628312355, 0.12409670625287221, 0.12409670625287221]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6433/11315,HUBUNGAN ANTARA KECERDASAN EMOSI DENGAN KEPATUHAN DAN KEMANDIRIAN SANTRI REMAJA," The aim of this research was to analyze emotional intelligence, obedience, and autonomy of adolescent santri; correlation between research variables; and difference of some variables based on gender. This research involved 63 adolescent santri who had studied at Boarding School minimum one year. Data was collected by using questionnaires. Data was analyzed by descriptive, Spearman’s correlation, and independent samples t-test. The research results showed that mostly santri had level of obedience in low category. but autonomy and emotional intelligence of adolescent santri in good category. Santri’s emotional intelligence correlated significant with family size (r=0,251, p<0,05), obedience (r=0,483, p<0,01), and autonomy (r=0,255, p<0,05). Different testanalysisshowedthat santri’s emotional intelligencebetween male and female significantly different.","['santri', 'emotional', 'research']","[0.13836804177781534, 0.11809431216499797, 0.11297582725076893]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6437/11316,PENGARUH POLA ASUH DAN LATAR BELAKANG PENDIIDKAN PRASEKOLAH TERHADAP KECERDASAN MAJEMUK REMAJA," Multiple intelligences essential for individual succeed. This study aimed to analyze the differences of multiple intelligences and caring practices of adolescents with the preschool educational background that were Preschool Group of Semai Benih Bangsa, kindergarten, and adolescents who didn’t have preschool education; analyzed the relationship among variables, and analyzed the variables that influence multiple intelligences in adolescents. The research was conducted in Situ Udik Village (Bogor Regency) and Sukamulya Village (Bogor City) by the number of participants were 91 adolescents. Data were collected through interviews and was analyzed using different test, correlation test, and regression test. Results showed that adolescents’ multiple intelligences among groups were significantly different. Multiple intelligences associated significantly with family income, family size, mother’s education, gender, caring practices, and the number of activities pursued by the adolescents. Variables that influenced adolescents’ multiple intelligences were mother’s education, the number of activities pursued by adolescents, and caring practices.","['adolescents', 'intelligences', 'multiple']","[0.1668227150173139, 0.14753060929323628, 0.14753060929323628]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6434/11317,PENGARUH NILAI YANG DIANUT TERHADAP PREFERENSI DAN PERILAKU PEMBELIAN BUAH-BUAHAN," This research was based on theoretical and empirical reviews to explain the effect of values on the preferences and purchasing behavior of fruits. This research was performed by providing questionnaires to 162 college students by convenience sampling method. Pearson correlation test result showed there were significant relationships between value orientation with awareness and responsibility. Furthermore, awareness of behavior also showed strong direct relationships with responsibility, and personal norm also showed a significant relationship with habitual behavior in consuming fruits. Preference of the apple was influenced by ethnicity, value orientations, and awareness, while preference of orange was influenced by responsibility. Purchase of apple was influenced by gender and preferences, while purchasing of orange was influenced by personal norm and preference of orange. There was a tendency that with increasing values, behavior awareness, responsibility, and personal norms can increase purchasing of local fruits.","['influenced', 'behavior', 'preference']","[0.14439119978584602, 0.11459961405269135, 0.10907617895397204]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6435/11318,PERSEPSI MANFAAT DAN RISIKO DALAM PERILAKU PEMBELIAN KONSUMEN ONLINE SHOP," This study was to analyze lifestyle, perceived risks, perceived benefits, online searching, evaluation of information, and consumer purchasing behavior in online shop. Online shop election conducted purposively, that was facebook, kaskus, and online shop community. The study included 145 consumers. Data analysis was performed by descriptive, different test, and regression test. The results showed that perceived risks, evaluation of information, and online shopping expenditure among groups that worked and didn’t work differ significantly. Consumers had lifestyle in moderate category, perceived risk in risk category, neutral perceived benefits, and low online searching. Perceived benefits was influenced by gender, age, occupation, income, and lifestyle, while the perceived risks was influenced by work and lifestyle. Online search influenced by gender, while evaluation of information was influenced by gender, perceived benefits, and perceived risks. Fashion product buying behavior was influenced by gender, age, occupation, lifestyle, perceived benefits, online searching, and evaluation of information.","['perceived', 'online', 'influenced']","[0.18162721358258274, 0.14517579596728983, 0.13747044418403]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6439/11319,"TINGKAT PENGETAHUAN, PERSEPSI, PEREFERENSI KONSUMEN, DAN PERILAKU PENGGUNAAN GAS ALAM DI KOTA BOGOR"," This research analyzed family characteristics, knowledge, perception, preference, and behavior of natural gas utilization; analyzed correlation among research’s variables; and identified the variables that influenced the behavior of natural gas utilization in Tegal Gundil, Bogor City. This research involved 60 families who used natural gas. Data collected by interview with questionnaire and was analyzed by descriptive, Pearson correlation, and regression test. The results showed that mostly family had good knowledge and perception about natural gas. Mostly family prefer to natural gas compare to others fuels. Research results also showed that all of family used natural gas to cook every day. Knowledge and perception about natural gas correlated significant with mother’s education and family income. Knowledge correlated positive significant with perception. Meanwhile, behavior of natural gas utilization was influenced by husband’s work and amount of family member.       ","['gas', 'natural', 'family']","[0.15260458971724092, 0.15260458971724092, 0.128085915500472]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6438/11320,"PERSEPSI, PENGETAHUAN, DAN PERILAKU REMAJA DALAM PEMBELIAN COMPACT DISC BAJAKAN"," This study aimed to analyze the differences between the perceptions, knowledge, and behavior of teenagers in behavior of pirated Compact Disc (CD) purchasing based on sex; the relationship between the variables of research, and variables that influence the behavior of pirated CD purchasing. Teenagers who became samples were 96 teenagers that selected randomly. The data were analyzed descriptively and also using independent sample t-test, correlation test, and regression test. The results showed that there was no difference between family characteristics, perceptions, knowledge, and behavior of pirated CDs purchasing of between male and female teenagers (p>0,05). The results also showed that there was a difference between spending money and budget that allocated to buy pirated CD between male and female teenagers (p<0,05). Correlation analysis showed that perception correlated significantly with knowledge about pirated CD. Pirated CD purchasing behavior influenced by pocket money and family income per capita.","['teenagers', 'pirated', 'behavior']","[0.15016090455319434, 0.13879170148980155, 0.12971293073166432]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6360/11298,"KELENTINGAN KELUARGA, DUKUNGAN SOSIAL, DAN KESEJAHTERAAN KELUARGA NELAYAN JURAGAN DAN BURUH DI DAERAH RAWAN BENCANA","Abstrak Tujuan penelitian ini adalah untuk menganalisis perbedaan kelentingan keluarga, dukungan sosial, dan kesejahteraan keluarga antara nelayan juragan dan buruh di daerah rawan bencana; menganalisis hubungan antar peubah-peubah tersebut, dan menganalisis faktor kelentingan keluarga. Penelitian ini menggunakan desain cross sectional study melibatkan 80 keluarga yang dipilih secara acak proporsional. Data dianalisis dengan uji beda T Test, korelasi Pearson, dan analisis faktor eksploratori. Dibandingkan dengan nelayan juragan, nelayan buruh lebih merasakan kemalangan, lebih rendahnya kolaborasi penyelesaian masalah, kesejahteraan objektif pada musim panen serta pada musim biasa, dan dukungan sosial dari pemerintah.  Kelentingan keluarga berhubungan signifikan positif dengan dukungan sosial (dari keluarga luas dan pemerintah) dan dengan  kesejahteraan subjektif, namun berhubungan negatif dengan kesejahteraan objektif. Kesejahteraan keluarga yang dianalisis adalah pada masa paceklik. Analisis faktor  mengkonfirmasi tiga faktor laten kelentingan keluarga menurut Walsh (2008), namun terdapat perpindahan subkomponen pola organisasi dan proses komunikasi ke dalam subkomponen sistem kepercayaan.     Family Resilience, Social Support, and Fisherman Family Well-being at Disaster Prone Area Abstract The aim of this research were to analyze the differences of family resilience, social support, and well-being between “juragan” and labor of fisherman family at disaster prone area; the correlation between research’s variables; and factor analysis of family resilience. This cross sectional study involved 80 families selected by using proportional random sampling. The data analyzed by using Independent-Sample's T Test,  Pearson's correlation, and exploratory factor analysis. It was compared with Juragan, labor fisherman felt more adversity, less collaborative problem solving, and less well-being at normal and harvest season. Family resilience had significant positive correlation with social support  (from extended family and government) and subjective family well-being, but inversely with objective family well-being. Exploratory factor analysis confirmed keys process of family resilience according to Walsh (2008), but there was a subcomponent displacement of organization pattern and communication processes into a belief system subcomponents.","['keluarga', 'family', 'kesejahteraan']","[0.1015806153672017, 0.10148279600180987, 0.07462385279917022]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6361/11299,FUNGSI PENGASUHAN DAN INTERAKSI DALAM KELUARGA TERHADAP KULITAS PERKAWINAN DAN KONDISI ANAK PADA KELUARGA TENAGA KERJA WANITA," The aim of study was to analyze social supports, parental function, family’s interaction, marital quality, and child’s condition at family of migrant woman worker. The study implemented cross sectional and retrospective study design. The total sample was 47 family of migrant woman workers who had school-age’s children. Data was analyzed by descriptive, Pearson correlation test, independent sample t-test, and regression test. The results found out that families had social support in moderate category and parenting in high category. Husband-wife interaction and father-child interaction falls into the high category, while the mother-child interaction in the moderate category. However, more than half of children had moderate stress and low achievement at school. Mostly families had high marriage quality. Father-child interaction and husband-wife interaction had positive affects to marriage quality. The length of the wife as migrant had negative affects to child’s conditions. However, income had positive affects on the conditions of child.","['interaction', 'child', 'category']","[0.12190460890561804, 0.11578704289810257, 0.09100847544822087]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6363/11300,KETAHANAN PANGAN DAN MEKANISME KOPING RUMAH TANGGA PETANI PADI SAWAH LEBAK BERDASARKAN STATUS KEPEMILIKAN LAHAN,,['nan'],[1.0],Others
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6364/11301,PERSEPSI DAN KESIAPAN MENIKAH PADA MAHASISWA," This research aimed to analyze the correlation between research variables and the influence of college student characteristics, exposure informations, stimulus factors, and knowledge about marriage toward perception and marriage readiness. This research involved 72 college students that were selected by convenient sampling technique. The data was collected through interviews and analyzed using different test, correlation test, and regression test. Research results showed that knowledge about marriage correlated significant with age, sex, and academic achievement. Perception about marriage correlated significant with number of sibling and discussion habit. Perception about marriage was influenced by number of sibling, marriage discussion with friend, and boyfriend. Marriage readiness correlated significant with frequencyto obtain informationabout marriage. Meanwhile, marriage readiness was influenced by students age, number of disease suffered, and the way to manage the household.            ","['marriage', 'correlated', 'significant']","[0.20421906405303455, 0.11132754701232364, 0.11132754701232364]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6365/11303,"STUDI NILAI ANAK, JUMLAH ANAK YANG DIINGINKAN, DAN KEIKUTSERTAAN ORANG TUA DALAM PROGRAM KB"," This research was to analyze the correlation between mother and family characteristics with value of children and the influence factors of demand for children and involvement of parent in family planning programme. This research involved 60 families who be acceptor and non-acceptor KB that were selected randomly. Mother’s age had significant correlation with power and influence dimension, working status of mother had significant correlation with stimulation and fun dimension and morality dimension, mother’s education had significant correlation with morality dimension, the number of living children had significant correlation with adult status and social identity dimension and economic utility and security in old age dimension. Moreover, family size variable had significant positive influence to demand for children. Beside that, age of mother’s first marriage and difference of the number of living children with demand for children had significant positive influence to participating family in family planning programme. ","['family', 'children', 'significant']","[0.2036366198752677, 0.18373587191605806, 0.15182648021339631]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6366/11304,"PENGASUHAN OTORITER BERPOTENSI MENURUNKAN KECERDASAN SOSIAL, SELF ESTEEM, DAN PRESTASI AKADEMIK REMAJA"," Analysis of relation between parenting style perception and academic achievement, social intelligence, and self-esteem become the main issue of the research. This research involved 107 respondents of college students that consist of 55 male and 52 female of 1st grade. Respondents were chosen by proportional random sampling. Authoritative, authority, and permissive choosen as parenting style. Female students had significant correlation with authoritative perception scores. Meanwhile, family income had significant and positive correlation with permissive perception scores. Result showed that higher scores of authoritative that perceived by adolescents then higher scores of social intelligence and self-esteem. In the other hand, higher score of authoritarian that perceived by adolescents then lower scores of sosial intelligence, self-esteem, and academic achievement. Permissive parenting style had positive and significant correlation with academic achievement. Sosial intelligence had positive and significant correlation with self-esteem, meanwhile social intelligence and self-esteem did not had significant correlation with academic achievement.","['correlation', 'significant', 'scores']","[0.13248231259978, 0.13248231259978, 0.12359649409116806]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6367/11305,KUALITAS LINGKUNGAN PENGASUHAN DAN PERKEMBANGAN SOSIAL EMOSI ANAK USIA BALITA DI DAERAH RAWAN PANGAN,"Psychosocial Stimulation and Social-Emotional Development of Under Five Children in the Food Insecurity Area Abstract The objective of this research was to analyze family resources allocation, psychosocial stimulation, and social emotional development of child aged 2-5 years in Banjarnegara’s food insecure area. This research involved 300 families that were selected randomly. Data collected by observation and interview. Psychosocial stimulation were measured by using the HOME instrument, while social emotional development were determined by using Vineland Social Maturity Scale instrument. Data was analyzed by descriptive and correlation analysis. Results showed that psychosocial stimulations were categorized as low. Childrens social emotional development correlated significant with mother’s education level, children’s age, family’s expenditures, and psychosocial stimulation. Psychosocial stimulation was the most associated factor to the children’s social-emotional developments. Therefore, psychosocial stimulations was very important aspect to be improved. Psychosocial stimulations were correlated to mother’s educational level, children’s age, family’s expenditures, allocation for food and nonfood expenditures, and allocation for educational matter.","['psychosocial', 'social', 'emotional']","[0.12364740261710587, 0.1071958246493037, 0.09135049196262766]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6368/11306,"KECERDASAN EMOSIONAL, KEMATANGAN SOSIAL, SELF-ESTEEM, DAN PRESTASI AKADEMIK MAHASISWA LULUSAN PESANTREN"," The purpose of this research was to analyze the difference of emotional intelligence, social maturity, self-esteem, and academic achievement on Islamic dan nonIslamic boarding graduate students; the correlation between research variables; and influence of graduate students and family’s characteristics, emotional intelligence, social maturity, and self-esteem toward academic achievement. This research involved 100 college students that were selected systematic randomly. Data were collected by interview and self report with questionnaire. The data were analyzed using descriptive, different test, correlation test, and regression test. The results showed that there were no significant differences between emotional intelligence, social maturity, self-esteem, and academic achievement between Islamic boarding and nonIslamic boarding graduate students. Emotional intelligence and social maturity had significant and positive correlation with self-esteem. Academic achievement of Islamic boarding graduate students was influenced by emotional intelligence and social maturity. While in the nonIslamic boarding graduate students, academic achievement was influenced by student activities.","['students', 'boarding', 'emotional']","[0.13948904672116463, 0.1351188416126572, 0.12667611120808348]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6369/11307,PERSEPSI DAN SIKAP AFEKTIF MEMPENGARUHI PERILAKU IBU MENYEDIAKAN IKAN LAUT DALAM MENU KELUARGA," The aim of this research was to analyze determinant factors of mother’s behavior to provide sea fish in family menu. The study was conducted in coastal and noncoastal areas of Central Java. The participants were 248 mothers of fifth and sixth grade elementary students that were selected by clustered random sampling. Data collected by interview with questionnaires. Data was analyzed by descriptive, Independent Sample T Test, regression, and path analysis. Family size, mother’s education, income per capita per month, and expenditure allocation of fish were significant different between family in coastal and noncoastal areas. Meanwhile, mother’s perception, affective attitude, and behavior to provide sea fish in family menu also significant different between family in coastal and noncoastal areas. The results showed that mother’s behavior of fish availability in family menu was influenced by mother’s perception, mother’s affective attitude, location of residence, income per capita per month, and mother’s education.","['mother', 'family', 'per']","[0.1386307794618738, 0.13205969658629646, 0.10064659931209716]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6371/11308,ANALISIS SIKAP DAN PERILAKU PENGHEMATAN LISTRIK PADA SEKTOR RUMAH TANGGA," Population growth and increasing of economic activity encourage the growth of electricity consumption in Indonesia. Saving electricity is one of the solutions to make a proper balance between the electricity supply and the electricity demand. This research was to analyze the correlation between attitudes and behaviour of saving electricity and the influences of internal factors, external factors, and attitudes toward behaviour of saving electricity in household sector at Bogor City. Households involved in this research were 113 households that were selected by proportional random sampling. Attitudes were measured from three aspects, were cognitive, affective, and conative. Data was collected by interview with questionnaire and was analyzed by descriptive, correlation test, and regression test. The research Results showed that attitudes (cognitive aspect) correlated significant with behaviour of saving electricity. Regression analysis showed that behaviour of saving electricity was influenced by electric power, lifestyle, the amount of information access, and attitudes (cognitive aspect).          ","['electricity', 'attitudes', 'saving']","[0.16378137280100682, 0.11971042320065388, 0.11192072534597497]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6372/11309,PENGETAHUAN ISTRI DAN PENGARUHNYA TERHADAP PENGAMBILAN KEPUTUSAN PENGGUNAAN BIOGAS,"Wife’s Knowledge and Its Influence toward Decision Making of Biogas Using Abstract Biogas is an alternative energy that gives economic and health advantages. However, the study of the knowledge and using of biogas are still limited. This study aimed to analyze the wife's knowledge about biogas and its influence toward decision making of using biogas in the family in the village of Haurngombong, Sumedang Regency, West Java. Families that involved in this study were 60 families that consist of biogas users’ families and biogas nonusers’ families. Data were collected through structured interviews with using questionnaire. Data analysis used the Independent Samples T Test and logistic regression tests. The results showed that the level of knowledge of wife from families who using biogas was higher than nonusers’ families. Knowledge of the wifes and family size had positive effect toward the decision making of biogas using.","['biogas', 'families', 'using']","[0.1762114756613804, 0.17371046117260633, 0.13800799681290213]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6373/11310,"SIKAP, PREFERENSI, DAN NIAT BELI TERHADAP PRODUK MAKANAN RINGAN PADA ANAK USIA SEKOLAH","This study aimed to analyze attitudes, preferences, and purchase intentions of snack products on school-age childrens; to analyze the correlation between research’s variables; and to analyze influence factor of purchase intentions on snack products. The study design was quasi experimental, which will have two treatments given to two groups, namely men's and women's groups. Two treatments were given to the sample was advertising exposure then consumers test (treatment 1), and consumer test then advertising exposure (treatment 2). The participants of this study were 60 students from sixth grade elementary school that were selected randomly. Base on treatment and sex, Independent Samples T Test showed that attitudes, preferences, and purchase intentions wasn’t different significantly. Spearman’s correlation analysis showed that attitudes had significant correlation with purchase intentations. Children purchase intentations was influenced by attitudes.","['purchase', 'attitudes', 'intentations']","[0.1377632287513593, 0.12201429422149503, 0.10607012259552119]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/5188/11390,"KAJIAN MODAL SOSIAL, DUKUNGAN SOSIAL, DAN KETAHANAN KELUARGA NELAYAN DI DAERAH RAWAN BENCANA","The objectives of this study were to analyze the correlation among family’s strengths, social capital, and social support of fisherman’s families and to differ those variables in the two types of fishermen groups (Juragan and Janggol). Study design was cross sectional; samples of the study were 80 families (53 Juragan and 27 Janggol) selected by using proportional random sampling method, and conducted in Pangandaran District, Ciamis Regency in May 2009. The study indicated that most of samples categorized as small size family (family members approximately 4 people) and had length of formal education less than 9 years. The average of family asset owned by Juragan was twice than that of Janggol. The first variable, Family strengths, consisted of physical, social, and psychological components. There was no significant difference in psychological and social strengths between Juragans and Janggols; however regarding the physical strengths, Juragan had higher level than Janggols. It was found that Juragan had higher average per capita income and family asset than Janggol. The next variable, social support comprised emotional, economic, and information support. Fishermen families received social support from the extended family, neighbors, and community agencies/governments, in terms of a sense of security and empathy, financial assistance and information about weather changes, in this matter, there was no difference between Juragan and Janggol. The last variable, social capital was divided into local associations and community characters. The number of local associations joined by the samples ranged from one to four. Generally, samples actively participated in every meeting conducted by the associations, but the number of Janggol who did not feel the benefit of such associations was three times as much as Juragan. Moreover, community characters were divided into the trust, solidarity, and morale. At high categorized, the Janggols had twice higher solidarity than the Juragans. Different test showed that Juragan involved in much more associations than Janggols. Correlation test showed that samples who had better social support possessed a better family social capital (particularly in participation in local associations) and better family income and consequently possessed better family physical strength, while samples who had better social capital had better family physical strengths. The result of study indicates the importance of social capital and social support improvement for fishermen’s family as part of the Program for Strengthening and Empowering the Family conducted by both BKKBN (National Agency for Population and Family Planning) and DKP (Ministry of Marine and Fisheries).","['family', 'social', 'juragan']","[0.10682966886393667, 0.09406832724389017, 0.07982787733188697]",English
